ion	132195
ent	111035
one	102036
del	89358
zio	85810
che	83746
ell	83506
con	77064
nte	70393
men	69455
per	64414
azi	59310
lla	57780
are	53610
com	48159
nto	46086
pro	44374
est	43454
sta	43398
pre	41541
ere	41082
ato	40982
ame	39988
ssi	39563
ono	38146
ess	38019
all	37237
ett	36346
que	36037
ati	35957
res	35928
ter	35627
ll'	35173
gli	34966
tat	32913
tra	32834
rop	32476
nti	32280
ale	32032
tti	32008
att	31988
lle	31794
tto	31791
ost	31009
par	30989
ica	30601
non	29508
sio	28716
oni	28610
ali	28366
ant	28235
ues	27086
ari	26461
str	25894
pos	25409
esi	25198
sti	24759
iam	24757
tiv	24293
ont	23549
enz	23189
uro	23059
tta	22925
una	22878
nel	22776
rat	22381
tic	22141
uni	22017
ico	22014
nta	21981
ten	21775
nor	21738
ist	21726
ore	21527
eri	21409
qua	21028
col	20907
mis	20814
eur	20749
ver	20661
ste	20509
sto	20485
ide	20181
amo	20139
iss	20005
rit	19976
int	19963
mmi	19903
anc	19536
vol	19514
tan	19365
era	19169
omm	19124
tro	19074
tar	19073
ope	19045
utt	18819
nza	18738
lit	18699
ori	18632
olt	18215
bil	18067
ons	18000
tor	17959
cor	17945
ese	17896
ire	17833
ran	17748
den	17618
sen	17571
ris	17558
dei	17515
oli	17505
chi	17463
sse	17239
ort	17218
end	17169
ric	16926
sig	16914
ndo	16790
por	16781
ora	16692
tut	16691
son	16682
ser	16559
ito	16554
iti	16498
sid	16215
ita	16154
rio	16020
ili	15936
ann	15832
ntr	15746
der	15708
ano	15693
ssa	15684
pri	15672
ond	15608
ina	15432
gra	15394
and	15337
ata	15170
tal	15135
izi	15086
ome	14954
art	14788
sso	14730
sul	14728
gio	14722
nzi	14536
ndi	14512
ini	14344
oss	14286
fic	14282
for	14098
dal	14016
rev	13932
zia	13927
evo	13880
spe	13758
imp	13751
app	13718
erc	13705
dir	13609
ggi	13592
ela	13583
sia	13532
gno	13493
ass	13234
nch	13207
dis	13151
ona	13130
ura	13130
nsi	13025
tri	13019
ual	13006
anz	12937
acc	12924
zza	12780
nal	12762
ate	12734
sar	12712
ene	12625
rta	12621
ria	12621
tre	12613
iva	12583
itt	12541
tte	12487
iar	12375
fin	12343
olo	12287
ien	12286
opo	12250
sol	12241
ici	12127
ola	12089
cia	12064
nda	12053
arl	12036
nno	12007
ole	11870
ich	11861
rre	11845
ive	11819
isc	11812
mpo	11763
raz	11657
vor	11645
ven	11624
ltr	11589
rel	11471
ppo	11433
llo	11410
man	11397
lam	11338
ine	11334
pol	11306
ott	11304
tur	11178
min	11174
alt	11170
ani	11166
lio	11159
ime	11002
ero	11001
rla	10970
rti	10946
orm	10931
ign	10915
nde	10845
mer	10825
cos	10756
rim	10696
spo	10580
nos	10561
ior	10452
rma	10418
laz	10416
ers	10400
nio	10339
tit	10300
ren	10220
ile	10060
ces	9989
isp	9946
ial	9921
ern	9902
omp	9889
orr	9858
uzi	9836
cco	9778
ebb	9751
bia	9714
inc	9632
uto	9590
cat	9526
pet	9507
ivi	9363
nit	9358
l'a	9351
izz	9296
tem	9261
ove	9247
ret	9140
ull	9112
eci	9073
ert	9057
ara	9049
uan	8997
fer	8992
oro	8969
onc	8940
ind	8939
igl	8914
leg	8791
mat	8786
lat	8777
bbi	8724
agg	8709
eme	8682
occ	8677
oll	8665
itu	8628
egl	8623
rte	8616
avo	8611
emp	8596
ttu	8592
nci	8588
ord	8581
ifi	8544
car	8494
omu	8486
ner	8401
ral	8359
sit	8359
reg	8347
giu	8315
abi	8301
bbe	8299
emb	8237
ece	8132
nat	8122
pea	8039
mun	7990
osi	7988
cen	7975
iat	7972
reb	7896
ede	7884
ibi	7784
eco	7773
amb	7741
ivo	7735
rie	7711
ima	7709
ché	7686
cit	7657
iso	7635
rar	7618
dic	7610
tua	7607
lic	7594
mbi	7571
rog	7565
rov	7554
erm	7548
erv	7529
lor	7506
ian	7493
lar	7489
upp	7459
ens	7429
aff	7418
mod	7385
egi	7382
deg	7373
ino	7359
odo	7325
lta	7295
mbr	7258
sem	7246
cer	7219
nco	7215
err	7198
imi	7127
cre	7071
sis	7063
qui	7052
aes	7024
tes	6970
ure	6945
rso	6935
pae	6927
eve	6913
ult	6844
edi	6835
ema	6814
ffi	6799
fat	6757
hia	6741
tam	6718
isi	6715
iri	6713
gen	6702
rin	6644
alc	6613
ram	6591
esp	6581
imo	6579
pon	6576
rsi	6570
ite	6540
via	6504
dov	6433
gua	6430
ppr	6416
seg	6376
des	6371
vis	6342
iet	6340
uta	6340
uti	6292
cui	6275
rea	6266
inf	6265
dia	6257
ova	6248
mpi	6213
mol	6211
dam	6203
ron	6198
opr	6139
ard	6128
tim	6117
ezz	6075
l'i	6064
sco	6063
abb	6057
nom	6043
omi	6038
bri	6025
niz	6019
din	6014
pen	6003
roc	5993
oci	5991
naz	5945
lto	5929
pot	5928
dev	5915
ras	5908
uar	5840
vit	5828
fon	5818
lia	5785
soc	5766
ice	5759
far	5735
nan	5733
mpr	5723
lem	5698
div	5694
rif	5685
sci	5671
egu	5664
uel	5651
rem	5648
unt	5645
lav	5641
cce	5605
ume	5592
pli	5591
