que	112481
ent	108245
ión	93960
est	87113
nte	85607
con	76600
aci	60754
ció	59410
los	58291
res	56513
men	52773
ado	50885
com	48345
par	47970
sta	47785
por	42900
las	40547
tra	38188
pre	37477
cia	37365
nto	37345
pro	37076
ien	36476
ion	35663
ida	34657
nci	34427
del	33446
ica	33191
cio	33188
one	32962
mos	31926
dad	31438
ara	31294
una	29722
nes	29119
ant	29072
dos	28152
rec	27576
ame	27504
rop	27340
nta	25942
era	25541
ues	25250
per	25201
des	25051
ste	23920
enc	23782
ter	23678
ten	23496
mis	22920
uro	22149
tar	22143
ici	21968
isi	21913
tad	21564
les	21494
pue	20978
sió	20929
str	20512
ons	20286
ido	20005
tos	19868
eur	19665
den	19623
ada	19594
ntr	19568
nos	19470
tiv	19289
ari	19283
tic	19185
esp	18962
tan	18843
ect	18689
omi	18495
esi	18406
sid	18399
ero	18214
emo	18092
orm	18070
ier	18014
bre	17870
ere	17758
ide	17703
tam	17631
eci	17446
rio	17422
ist	17408
for	17218
ndo	17125
ale	17063
ran	17062
mie	17005
sti	16839
ona	16762
ene	16583
ble	16496
esa	16475
ope	16359
uni	16274
tro	16073
deb	16045
ont	16017
ros	15904
der	15669
end	15614
mbi	15538
sto	15102
amb	14933
ese	14761
cho	14595
int	14449
ina	14444
das	14320
tes	14097
edi	13949
art	13812
gra	13603
cto	13581
ría	13510
spe	13508
señ	13088
ora	13086
más	13085
tod	13066
omo	12913
ita	12832
ort	12717
ser	12710
obr	12685
cue	12644
qui	12636
lam	12577
ria	12489
ece	12474
lar	12408
iva	12373
sar	12229
fic	12109
eño	12107
iza	11980
ico	11872
rac	11821
ali	11810
egu	11793
rta	11768
ces	11694
nue	11690
sob	11670
nal	11606
amo	11589
eri	11528
ñor	11504
ade	11497
and	11487
odo	11458
dic	11445
rma	11222
ren	11175
ech	11152
pon	11131
emp	11126
ura	10969
ebe	10906
man	10860
ial	10857
ner	10811
ras	10752
uer	10747
ios	10701
cer	10692
mpl	10607
imp	10589
unt	10573
ace	10529
sen	10511
cas	10502
inc	10424
mpo	10405
dec	10372
lic	10338
tas	10287
tal	10281
cie	10257
ema	10115
ili	10092
mer	10045
med	9978
arl	9960
pos	9732
nda	9680
nfo	9636
inf	9588
ati	9562
uci	9522
