the	241684
ion	105167
and	78699
ent	75385
tio	70169
ing	67646
hat	49216
ati	48495
tha	48141
men	47440
for	46714
thi	40671
com	39035
res	38537
pro	35346
con	34499
his	32933
ate	32690
her	31441
ons	30334
are	28440
ere	27212
ter	26587
rop	25873
ort	25832
ope	25746
omm	25373
all	25092
ect	23359
sio	23071
not	22917
ver	22613
rea	22225
pre	22160
por	22058
ssi	21959
ive	21889
eve	21790
nce	21750
eur	21712
whi	21537
iti	21366
ith	21090
hic	20936
ich	20687
ide	20647
sta	20580
wit	20538
our	20289
par	20067
oul	19935
uld	19786
ave	19618
int	19544
cti	19521
cou	19259
hav	19207
uro	19202
mmi	18854
ess	18387
ill	18355
ted	18281
iss	18047
pea	17612
oun	17368
ean	17209
ame	17148
ies	17101
ers	16547
ble	16300
est	16011
rat	15692
mis	15544
ust	15486
ity	15179
nte	15130
tiv	14769
tin	14465
uni	14392
one	14309
tic	14292
ore	14276
sid	14031
den	13912
ure	13785
eme	13730
hou	13699
pos	13629
wil	13466
ica	13461
ain	13401
der	13233
tra	13118
sti	13085
str	13034
tat	13014
ant	12844
has	12777
act	12774
nal	12693
ple	12635
art	12571
nti	12546
ntr	12524
ear	12507
ese	12417
end	12337
igh	12312
ome	12181
ove	12103
ber	12023
enc	11973
ern	11696
ial	11670
een	11510
lat	11492
per	11489
abl	11371
out	11355
imp	11292
ght	11261
als	11223
eas	11219
lit	11132
nts	11104
ces	11090
esi	11056
rep	11016
rec	10810
hin	10810
arl	10799
ake	10763
use	10759
und	10663
cal	10624
nci	10567
can	10547
man	10545
era	10540
sho	10518
but	10488
spe	10480
wor	10271
mbe	10266
tan	10113
tte	10061
tur	10031
lic	10030
sed	9967
nat	9891
rom	9876
ste	9868
app	9849
inc	9668
oli	9609
lly	9607
nde	9567
gre	9559
ist	9505
nit	9491
unt	9475
wou	9459
anc	9454
ren	9442
pol	9439
you	9401
tri	9394
mpl	9281
eed	9276
tes	9193
eco	9137
lia	9096
min	8972
emb	8968
cia	8920
ont	8898
han	8879
oth	8853
rit	8801
reg	8790
ina	8770
ten	8697
ose	8680
eat	8669
ona	8617
ind	8605
ven	8604
lea	8443
ran	8424
lso	8421
din	8408
fic	8389
nta	8381
ree	8351
rie	8290
tho	8274
ise	8267
nio	8253
ral	8193
fro	8158
rin	8134
ine	8130
ous	8127
ref	8081
pec	8053
mor	8050
rli	8046
rou	8029
ula	7928
ens	7926
nsi	7911
ner	7883
mus	7882
ard	7871
rta	7829
ins	7819
ini	7755
nst	7747
mit	7745
eci	7683
dis	7658
ppo	7649
hes	7647
eri	7614
mem	7581
sit	7550
sin	7542
sen	7479
iam	7432
ans	7421
age	7420
kin	7408
vel	7403
ues	7398
lar	7390
omp	7384
tor	7378
ire	7333
ery	7312
whe	7297
onc	7242
red	7208
ely	7207
bee	7203
uti	7200
ote	7187
oin	7166
lem	7163
its	7120
ish	7112
rti	7104
gra	7046
tak	7007
tal	6952
any	6932
ast	6927
pri	6926
ord	6917
rig	6900
ime	6879
mon	6856
lis	6847
ite	6836
cul	6827
sur	6768
ork	6740
gen	6703
ili	6700
cer	6691
fin	6591
tim	6582
epo	6575
esp	6566
was	6520
now	6506
unc	6477
hen	6476
orm	6472
ali	6472
acc	6326
nis	6319
ene	6319
fer	6271
ult	6259
ves	6257
ori	6238
mat	6237
isi	6218
ndi	6211
ice	6201
ase	6197
cil	6183
who	6149
efo	6144
pla	6140
aus	6124
eal	6111
ike	6060
ned	6057
lin	6041
ead	6007
egi	5998
ary	5998
ffe	5980
lik	5956
how	5941
opo	5919
les	5902
tai	5886
cha	5882
que	5876
ext	5853
mpo	5828
ser	5811
wha	5804
tie	5790
rov	5755
tre	5739
cat	5739
hey	5707
duc	5701
ega	5675
sse	5675
nin	5653
itt	5636
spo	5634
iat	5570
lan	5514
sec	5508
ade	5475
equ	5461
itu	5460
nee	5434
eir	5420
bou	5415
agr	5405
cle	5394
ual	5379
tly	5367
icu	5347
abo	5335
pen	5332
ari	5326
cau	5307
ici	5290
rel	5264
uch	5263
nme	5245
ani	5239
att	5237
ong	5222
fac	5210
nly	5200
hei	5194
exp	5188
sol	5185
ugh	5172
bec	5170
bli	5155
ris	5144
sib	5141
way	5140
ert	5104
ost	5101
tee	5060
ssu	5056
ses	5031
tit	5013
oug	5000
ell	4997
mak	4985
cre	4969
leg	4958
mme	4946
tem	4937
mea	4932
tia	4932
uct	4930
nge	4924
rge	4921
ach	4903
ifi	4887
gro	4873
ond	4869
owe	4860
ura	4848
sup	4844
ric	4842
ace	4831
tab	4805
som	4793
wer	4789
ded	4757
ece	4750
oci	4747
ced	4735
eli	4723
rst	4687
soc	4686
ffi	4681
bil	4679
erm	4668
omi	4658
dec	4655
mar	4643
tar	4636
ass	4621
eth	4615
elo	4598
rem	4597
jec	4590
eca	4587
sel	4583
lie	4508
irs	4506
rio	4467
nes	4463
upp	4462
cis	4457
mer	4455
roc	4450
lle	4420
get	4413
tru	4393
fir	4389
nda	4361
ono	4340
cie	4336
erv	4319
ele	4313
dev	4303
qui	4286
ibl	4277
nsu	4272
iou	4257
sal	4253
pon	4249
sue	4233
isa	4226
suc	4219
aid	4207
war	4186
poi	4186
bet	4169
eop	4165
ita	4145
ron	4140
oce	4102
ria	4097
try	4081
new	4080
har	4075
yea	4074
ann	4067
dit	4062
opl	4060
mad	4048
asi	4048
urs	4047
ang	4047
cri	4039
peo	4037
lop	4035
low	4030
mun	4020
cce	3996
dir	3995
rke	3992
day	3990
onl	3989
sis	3982
jus	3974
icy	3963
lut	3959
see	3956
mmu	3953
ful	3949
rde	3932
ram	3928
ein	3917
iev	3917
rac	3907
tro	3903
led	3899
ivi	3894
chi	3879
dem	3874
rod	3864
hem	3863
ogr	3859
rly	3847
rre	3827
gai	3810
oss	3799
oll	3793
cur	3790
own	3789
ntl	3786
eff	3785
clu	3783
