ent	126648
que	113482
nte	95220
men	75753
est	71516
com	68800
con	67111
res	57847
dos	52090
par	51142
sta	51033
ado	50176
nto	45992
ame	40858
pre	40511
ida	38886
pro	38394
ara	37265
ica	35877
sen	35738
por	35622
cia	33981
ter	33727
tra	33575
ess	32971
dad	32812
uma	32754
mos	32693
ade	32063
des	32048
ria	30548
das	29328
ant	28158
nta	28025
ais	27459
ont	26185
rop	26064
iss	25959
tiv	25651
ada	25584
nos	25582
tad	25478
ito	25437
ela	25082
ons	24831
nci	24648
rio	23616
ste	23442
enh	23054
uro	22508
tar	22463
tos	22185
hor	21767
sso	21656
nho	21483
pos	21462
ist	20834
eur	20272
era	20193
rec	20180
omi	19698
ser	19556
tam	19333
per	19311
mis	19245
ntr	19190
for	18939
ver	18920
ect	18825
sid	18696
ran	18470
tem	18153
esp	18066
eit	17650
qua	17627
ide	17396
ora	17309
tic	17221
mas	17177
ope	17099
ime	16941
tes	16901
uni	16648
ido	16584
iva	16443
ssa	16351
oss	16348
rel	16136
ese	16083
int	15993
ndo	15969
ass	15871
ári	15733
ece	15647
den	15638
sse	15528
emo	15430
ura	15334
mai	15155
ita	15154
omo	15086
ram	14896
ort	14808
ros	14756
ten	14642
ali	14637
spe	14467
ost	14437
lat	14293
eri	14270
pel	14237
egu	14196
der	13989
fic	13963
ere	13889
eir	13746
sti	13630
gra	13628
orm	13572
str	13496
rma	13402
tan	13318
eve	13235
ina	13070
ati	13057
cio	13054
lho	12900
pri	12855
eci	12718
nde	12714
amb	12690
obr	12616
cto	12346
ico	12165
pei	12125
art	12083
and	12045
dir	12019
esi	12007
end	11835
iza	11671
vel	11633
ona	11596
imp	11546
tas	11504
seg	11439
reg	11335
bre	11326
lam	11305
dev	11248
tro	11237
ual	11100
emp	11066
lar	11036
ion	10985
tur	10962
ode	10905
ire	10876
dep	10777
ces	10762
tor	10707
eia	10673
cor	10672
act	10611
ili	10574
uta	10500
ias	10451
sob	10441
ios	10437
amo	10413
nse	10387
tod	10355
cas	10309
cti	10238
nti	10231
ele	10222
ore	10214
pen	10152
rta	10067
min	10043
ici	10039
pod	10022
nda	9999
mpo	9994
ind	9923
rem	9915
fer	9899
ome	9751
íti	9706
spo	9693
lid	9689
ses	9619
nst	9606
odo	9604
ssi	9589
uit	9535
ens	9518
pol	9511
itu	9465
efe	9459
rad	9419
ema	9360
rat	9351
dem	9321
dis	9321
man	9317
bém	9235
mbé	9235
ord	9208
edi	9196
ref	9179
nha	9137
mpr	9126
cer	9123
elh	9119
lic	9117
car	9064
und	9050
rei	9037
sto	8952
nal	8937
emb	8927
ira	8914
mui	8864
ivo	8848
elo	8820
ano	8806
óri	8752
tal	8743
eco	8686
are	8685
qui	8681
vid	8646
ari	8524
aci	8524
tór	8482
cad	8448
ras	8429
nas	8362
ori	8350
olí	8342
ial	8300
pon	8287
liz	8286
sem	8269
inc	8214
put	8214
lme	8189
epu	8093
rte	8086
ern	8061
lít	8055
opo	8023
nes	7987
col	7966
ula	7942
cid	7908
erm	7871
rla	7828
ate	7803
nic	7759
rar	7737
ini	7723
omp	7721
erc	7672
uer	7617
ata	7538
íve	7513
sua	7506
arl	7433
mun	7355
iro	7353
apr	7348
rti	7347
tri	7321
egi	7283
tua	7258
alm	7227
ató	7194
ien	7116
enc	7116
onc	7085
oci	7052
sas	7048
omu	6999
tid	6974
aba	6972
ifi	6970
ndi	6959
cri	6915
cul	6883
ues	6858
pec	6846
aís	6841
bal	6840
sos	6818
paí	6802
tre	6760
vol	6756
poi	6721
mer	6682
dec	6665
leg	6655
aco	6638
sár	6637
esa	6617
gar	6602
rim	6581
fin	6580
esc	6579
ssá	6547
uan	6517
equ	6482
sol	6476
erv	6465
alt	6458
dor	6426
ins	6420
out	6411
mbr	6405
mes	6401
mem	6383
ega	6355
rda	6353
roc	6333
ven	6321
ret	6319
lem	6319
fun	6319
gun	6314
ren	6288
utr	6279
did	6255
gos	6253
bro	6220
zer	6219
unt	6194
tin	6190
erá	6189
seu	6181
ral	6177
dam	6159
nsi	6154
cos	6144
mei	6132
ena	6129
nce	6123
rea	6122
peu	6098
nco	6079
bil	6077
ult	6066
mpl	6056
sej	6051
pes	6004
tit	5999
vis	5996
ond	5991
dia	5983
sit	5982
eja	5979
sel	5927
aqu	5851
cis	5844
cei	5840
nec	5834
smo	5818
err	5811
alh	5808
aos	5785
eme	5759
ior	5732
mar	5699
rmo	5694
ala	5687
ero	5660
inh	5647
rab	5618
até	5587
env	5580
olv	5556
uto	5522
ber	5514
vam	5499
mit	5483
evi	5483
ama	5442
ert	5433
ove	5424
ois	5415
ust	5400
soc	5396
rna	5392
fac	5365
olu	5325
exi	5312
cre	5298
ape	5297
anc	5289
ova	5263
sim	5216
vos	5194
abe	5192
tim	5191
áve	5172
jec	5159
rev	5145
ete	5134
faz	5122
cla	5121
rov	5117
ani	5107
ota	5082
tir	5076
nvo	5049
med	5035
nov	5033
mbi	5032
alg	5012
ans	5000
éri	4976
nad	4969
imo	4954
imi	4920
orr	4870
esm	4826
nid	4815
vas	4814
cen	4813
vez	4789
dar	4775
rig	4744
aze	4741
íse	4738
tud	4704
foi	4694
oce	4693
rmi	4676
osi	4658
ima	4642
erd	4634
gui	4631
dic	4597
ext	4588
lhe	4588
stá	4579
ble	4534
rep	4517
rod	4512
eno	4481
lgu	4477
iar	4472
gur	4470
iti	4455
sis	4422
pli	4419
lte	4410
inf	4401
iga	4398
ace	4396
oca	4387
erg	4376
eis	4375
rre	4368
ato	4365
rid	4362
rog	4338
nsa	4331
tec	4323
rca	4307
oda	4263
nom	4261
pas	4250
nve	4228
dif	4221
fei	4210
ive	4204
ric	4199
olo	4196
ume	4195
apo	4191
