ent	145120
ion	130141
que	100222
tio	89356
men	80317
ons	79178
les	75360
ati	60307
eme	59583
des	57153
con	56595
eur	56368
est	45836
our	45637
par	45050
com	43731
ous	43674
tre	39899
ant	39449
omm	39218
ont	38859
res	38067
pro	37034
ire	36831
nou	35928
ans	34766
pou	33850
lle	33228
une	32403
iqu	30279
dan	30245
ssi	29708
qui	29106
rop	28618
nce	28441
iss	27004
ell	25924
ais	25838
ort	25743
sio	25730
nte	25479
ait	25320
air	25185
rai	24455
pré	24099
ien	24086
ité	24024
ter	24008
sur	23957
lem	23735
nne	23706
iti	23447
mme	22940
rés	22023
tra	21894
por	21881
mis	21546
pas	21167
son	21090
ale	20711
uro	20312
cti	20240
ntr	19777
pos	19766
int	19710
ces	19467
app	19351
tou	19277
onn	19144
ues	19063
out	18640
ure	18587
tte	18426
ain	18135
mes	18089
aut	18074
ect	18062
qu'	18040
ens	18011
lit	17974
ten	17850
ett	17730
ère	17710
ive	17326
ide	17266
sti	17158
enc	17101
mai	17016
ouv	16963
aux	16687
urs	16649
opé	16360
end	16338
mmi	16328
ble	16258
ren	15856
tan	15671
mon	15646
tat	15572
ser	15507
'un	15456
onc	15351
nsi	15306
ins	15202
tai	15189
ieu	15173
fai	14977
art	14950
ess	14793
lus	14746
ran	14730
nts	14644
éen	14458
oit	14370
nti	14350
éta	14335
pée	14308
anc	14183
l'a	14135
sse	14105
plu	13973
uve	13880
ven	13724
rat	13719
den	13505
pri	13341
sit	13239
tes	13221
nse	13116
cet	13091
tiq	13060
sen	13040
uni	12980
ièr	12935
uti	12804
ite	12802
sid	12713
and	12667
ern	12645
ave	12640
ine	12546
ise	12488
cer	12422
nde	12398
rap	12325
che	12282
d'a	12168
sou	12136
ier	12135
for	12022
vou	11934
nta	11885
ers	11869
ési	11831
'es	11820
rta	11653
enn	11554
uel	11468
rit	11441
tiv	11305
bre	11282
ppo	11179
eux	11172
ond	11156
ver	11140
tie	11051
rti	11012
ron	10897
emb	10769
pre	10761
san	10760
don	10557
oir	10483
ois	10470
per	10459
rem	10442
man	10417
dre	10397
abl	10359
ali	10270
ist	10254
voi	10237
imp	10217
roi	10042
sie	10030
leu	9983
ses	9911
gra	9851
ill	9846
str	9822
ili	9805
omp	9799
ava	9796
ris	9725
mat	9689
nes	9548
ées	9523
act	9503
ssa	9486
fin	9479
von	9412
l'e	9402
avo	9380
rme	9328
era	9315
oli	9297
teu	9293
mbr	9276
ert	9264
ute	9260
rec	9226
dem	9210
ste	9210
rie	9128
arl	9109
pol	9108
age	9102
ass	9026
éri	8972
acc	8929
nom	8855
orm	8851
isa	8816
d'u	8779
ord	8750
lis	8725
sem	8682
tés	8658
rte	8633
oin	8599
nst	8563
rle	8477
dis	8457
osi	8397
dev	8357
ème	8349
jou	8341
mpl	8341
nio	8216
eil	8207
ame	8191
cha	8125
cor	8121
peu	8120
itu	8107
eau	8088
cel	8070
pen	8039
éra	8016
lat	7983
nat	7979
dir	7963
ica	7919
tro	7905
utr	7875
opo	7844
nté	7842
cou	7791
uis	7761
éga	7751
tur	7742
sei	7731
emp	7728
l'u	7727
esp	7717
tit	7715
'in	7673
mpo	7639
vec	7632
été	7604
tif	7558
min	7546
nem	7519
rou	7500
sta	7487
nan	7459
ici	7420
ela	7398
ats	7364
ori	7360
spo	7338
ani	7313
ina	7266
ndr	7256
vai	7239
déc	7139
ése	7095
nal	7017
uss	7002
'il	6970
pay	6968
doi	6945
mun	6932
rès	6895
mem	6817
cul	6799
égi	6787
fon	6786
sai	6764
der	6747
mmu	6706
